layer1.0.conv1,layer1.0.conv2,layer1.1.conv1,layer1.1.conv2,layer1.2.conv1,layer1.2.conv2,layer2.0.conv1,layer2.0.conv2,layer2.0.downsample.0,layer2.1.conv1,layer2.1.conv2,layer2.2.conv1,layer2.2.conv2,layer3.0.conv1,layer3.0.conv2,layer3.0.downsample.0,layer3.1.conv1,layer3.1.conv2,layer3.2.conv1,layer3.2.conv2,acc
8,2,6,4,7,2,3,6,6,5,5,2,3,2,6,4,6,7,2,6,88.82
2,8,5,5,6,5,6,8,8,5,8,6,3,8,2,4,5,8,8,8,90.10000000000001
3,7,7,6,8,4,3,6,3,8,4,3,6,2,7,3,3,2,6,2,88.6
6,6,5,5,4,4,2,6,8,6,8,4,2,7,7,8,8,5,5,4,90.34
4,8,8,4,6,7,7,4,6,8,2,5,6,4,5,6,4,5,8,6,90.25999999999999
7,5,5,6,3,4,4,3,8,7,4,7,4,4,8,2,2,6,3,6,89.5
4,6,3,6,8,8,8,7,6,6,5,5,8,3,2,5,4,4,4,5,89.36
7,7,8,7,8,4,5,6,8,4,6,3,8,2,6,2,6,2,2,6,88.34
3,6,5,5,4,8,5,7,6,4,8,7,4,4,4,2,2,2,4,7,88.64
6,3,8,7,7,7,7,3,7,8,4,8,3,2,6,2,2,7,3,2,89.38000000000001
5,2,5,6,2,4,7,4,7,7,2,4,6,8,4,7,4,7,5,6,88.88000000000001
4,8,7,7,3,5,6,8,6,6,7,2,2,5,2,2,6,3,6,6,89.5
2,5,6,8,2,3,7,3,6,3,5,8,3,5,5,7,7,3,5,7,88.16
7,2,3,6,3,2,2,5,8,8,3,3,5,3,2,7,3,8,4,5,88.46000000000001
2,3,7,5,2,8,5,5,7,5,6,4,5,4,5,4,8,4,7,5,89.18
8,6,6,2,2,3,5,5,7,8,5,8,8,7,3,4,4,6,8,7,90.38000000000001
3,7,7,6,4,7,6,2,5,5,6,2,8,2,6,2,7,6,3,4,89.12
3,8,7,5,3,8,3,6,6,4,2,7,5,8,8,7,5,5,3,6,90.94
4,4,8,4,2,4,2,5,8,4,6,6,4,3,4,7,5,4,7,3,89.53999999999999
3,2,6,8,4,3,2,6,2,6,8,5,8,6,5,8,5,4,6,2,89.14
2,2,2,3,4,6,3,3,4,6,6,4,6,7,3,4,7,8,7,3,89.58
3,3,8,5,8,4,7,8,4,7,4,4,5,5,4,2,7,7,7,3,89.78
5,3,8,7,8,5,2,3,6,5,7,8,5,6,3,4,6,2,3,8,89.84
5,2,6,7,5,7,3,3,4,8,3,2,8,3,4,7,5,7,3,7,89.60000000000001
2,2,3,6,6,3,6,5,2,3,3,7,8,8,2,7,6,8,4,2,89.03999999999999
5,8,4,4,7,5,7,4,4,7,2,4,6,4,3,3,5,3,2,6,89.68
6,6,8,6,2,5,5,5,7,6,8,5,4,4,4,6,4,4,5,6,90.62
2,3,7,7,5,6,8,8,2,7,3,6,4,8,8,8,8,6,8,5,89.82
3,4,3,5,2,2,4,7,7,5,6,5,2,6,4,2,2,5,3,7,88.42
8,8,5,6,4,2,4,2,3,4,6,5,5,8,4,6,8,5,6,3,90.25999999999999
5,2,8,5,2,6,6,2,8,3,2,2,8,6,4,2,5,5,7,2,89.02
3,8,4,2,5,3,8,2,7,8,2,3,2,5,7,2,7,6,5,4,89.42
6,4,7,5,2,8,8,4,7,5,5,7,3,6,4,3,6,7,5,5,90.5
5,2,4,3,4,3,7,8,4,2,7,3,7,3,2,3,4,3,4,2,88.78
6,3,3,7,2,2,2,8,7,7,8,7,5,4,3,6,2,6,2,2,88.2
3,4,8,6,7,6,5,8,3,2,4,4,5,5,3,3,8,5,7,8,89.46000000000001
3,7,7,3,8,3,6,7,8,2,3,3,8,3,3,3,8,4,5,5,89.9
8,2,4,2,5,5,3,4,2,4,7,6,6,8,5,5,3,4,4,6,88.32
4,4,4,3,2,2,3,4,3,8,7,5,3,6,5,7,2,7,6,7,89.78
6,6,6,4,5,2,7,8,8,6,7,4,2,3,7,3,7,6,2,8,89.84
7,2,2,2,5,3,4,2,8,4,2,4,7,8,8,3,7,3,6,2,88.08
7,6,8,4,4,8,2,4,6,3,3,7,5,8,7,8,6,6,5,7,90.72
8,7,2,5,8,2,3,5,4,7,2,5,8,4,5,2,3,3,6,5,88.46000000000001
3,6,7,8,3,5,8,6,3,7,2,7,2,2,8,6,6,8,2,6,89.03999999999999
7,5,5,5,7,5,7,3,6,4,6,8,7,6,6,2,3,3,8,4,90.0
6,2,2,5,2,6,8,4,8,4,4,4,6,6,4,5,5,5,2,5,88.92
2,5,8,2,6,8,7,5,6,5,7,6,6,2,4,4,8,4,4,7,89.34
5,8,4,4,3,5,2,5,6,8,8,5,5,8,4,6,7,8,4,4,89.53999999999999
7,2,3,8,4,2,3,2,3,2,8,3,4,4,4,3,2,7,6,3,87.82
6,2,4,8,2,2,3,4,5,4,2,2,7,3,2,7,8,7,7,2,88.74
8,3,2,8,6,6,3,2,7,3,6,4,4,5,4,7,5,7,5,8,89.62
3,3,2,7,7,4,4,8,4,7,8,7,7,7,5,4,4,3,8,8,89.48
4,8,7,8,5,6,2,8,2,7,2,5,7,3,8,2,4,8,7,7,89.18
8,3,4,8,2,2,2,7,3,7,5,7,2,6,8,5,7,8,8,6,89.2
6,8,5,8,5,5,8,7,3,2,8,3,2,2,7,8,4,3,7,8,89.18
2,2,7,8,2,3,2,8,3,3,6,6,7,4,5,2,8,5,4,8,88.16
3,7,2,6,4,3,4,2,2,4,4,2,8,7,2,2,3,3,7,6,86.9
2,3,3,5,5,3,5,2,5,3,3,6,6,8,2,5,3,5,7,6,89.12
8,7,2,5,3,2,2,2,7,4,6,5,3,4,5,8,2,8,2,7,87.56
2,7,7,3,3,8,5,6,5,6,6,2,3,3,8,4,8,6,5,6,89.72
5,8,2,8,4,6,5,5,2,2,3,4,5,4,8,2,5,3,4,5,89.18
4,3,2,5,8,2,6,4,2,4,3,5,4,2,8,7,8,8,3,8,88.53999999999999
3,5,2,7,5,6,5,5,5,7,7,5,3,2,8,2,2,5,4,8,88.52
4,3,4,7,2,8,3,7,2,4,7,5,4,5,4,7,7,3,3,8,90.08
7,5,6,7,4,3,5,8,8,2,2,7,2,7,3,5,8,7,7,8,90.02
4,8,6,3,4,6,3,2,5,8,2,3,4,4,7,5,2,8,3,5,88.06
6,6,6,8,7,7,4,6,6,8,2,8,5,8,6,4,4,7,6,8,90.16
3,5,2,4,2,8,8,7,3,4,3,4,2,2,5,4,3,7,6,7,88.98
6,3,4,7,4,5,8,7,4,6,6,3,7,5,3,6,6,7,6,4,89.9
7,3,8,7,2,2,2,5,2,6,3,6,3,6,6,6,6,7,6,3,89.46000000000001
2,8,3,3,3,5,5,4,2,6,2,6,3,5,8,7,2,6,4,7,88.96
2,2,6,7,3,8,7,8,2,4,7,8,3,4,8,4,3,5,7,5,90.08
8,8,6,2,4,3,8,2,3,3,3,2,2,7,4,2,6,6,6,5,88.68
6,8,7,5,8,6,6,6,7,4,7,5,3,4,8,7,6,4,5,2,90.66
5,5,3,6,6,7,8,6,2,3,5,2,6,4,3,5,5,8,5,8,90.52
5,2,3,2,8,2,8,8,2,7,5,4,4,4,5,6,2,5,6,8,88.74
5,7,4,5,7,6,4,8,5,7,5,5,6,2,2,4,7,4,6,8,90.03999999999999
4,2,4,4,2,2,7,3,6,7,6,7,3,3,7,7,6,3,4,7,89.0
4,5,3,8,2,3,7,3,3,8,5,6,8,6,8,4,4,8,8,2,89.78
5,3,8,6,5,2,4,8,8,5,2,7,7,4,5,8,8,5,7,2,89.34
2,8,8,3,3,5,7,3,6,6,6,2,6,5,6,5,2,5,7,2,89.14
8,2,5,8,4,3,5,6,2,6,5,7,6,3,6,6,6,7,5,3,89.64
7,7,4,5,3,4,4,7,5,4,5,2,4,7,2,6,4,4,8,3,89.16
3,5,6,2,5,5,5,8,6,3,3,3,4,3,2,6,8,6,7,3,89.84
4,5,2,3,6,4,6,2,8,8,7,8,2,5,8,2,8,8,7,5,89.0
6,3,6,5,8,5,5,4,7,8,2,2,8,4,3,3,7,3,6,8,89.78
4,8,6,6,5,7,8,4,3,5,4,4,8,8,5,4,7,5,5,2,91.32000000000001
4,3,7,2,8,2,5,6,3,3,2,7,8,5,8,6,6,3,6,8,89.62
6,2,3,2,6,6,5,3,5,7,4,3,5,8,8,4,5,8,2,3,88.7
4,7,6,8,5,5,2,5,6,6,5,4,5,2,8,3,7,5,3,8,89.68
5,4,3,6,4,7,8,3,5,3,7,3,7,8,6,3,5,6,8,4,89.52
8,7,8,3,6,8,7,2,7,3,6,8,3,5,3,5,2,4,7,3,90.5
5,3,3,6,5,2,5,8,4,7,2,7,5,2,8,5,7,3,5,4,89.0
7,5,3,6,7,4,5,7,3,6,3,5,7,7,4,8,4,3,7,7,90.74
2,2,2,4,6,5,2,6,6,3,7,5,6,2,4,3,3,5,6,6,87.83999999999999
6,5,5,6,5,5,3,6,7,2,2,5,6,5,7,5,7,4,2,2,89.9
8,4,8,7,4,5,4,6,7,2,4,8,8,5,5,8,5,5,3,7,89.72
7,5,3,2,5,3,7,3,4,7,2,8,4,4,6,7,2,5,2,6,88.32
2,8,7,5,2,3,8,3,4,3,6,8,4,8,2,4,7,4,6,5,88.58
3,7,6,8,8,7,2,4,5,7,8,3,3,7,5,4,7,7,6,7,90.02
2,3,7,7,2,4,2,5,2,8,3,2,8,3,8,5,2,2,3,5,87.14
2,4,2,5,8,5,2,6,2,8,6,2,5,2,4,7,5,3,8,7,87.74
3,2,7,2,5,3,3,8,3,7,4,2,2,8,4,8,6,2,4,3,89.36
7,3,2,3,5,8,4,4,6,8,7,6,6,7,3,6,7,6,7,2,90.34
5,4,4,6,3,2,7,2,2,4,7,6,5,7,2,8,4,6,3,3,89.02
6,6,8,4,3,6,5,4,7,2,3,8,8,3,3,7,3,5,8,6,90.22
3,2,7,3,3,7,4,4,4,5,6,6,5,5,6,5,7,4,2,4,89.24
3,8,8,3,8,4,2,3,7,5,3,8,4,7,7,4,2,4,5,4,88.26
6,2,6,7,4,7,4,7,6,3,5,8,6,8,5,6,2,8,7,3,89.8
3,2,7,8,2,5,6,6,7,5,7,8,6,7,4,7,3,7,6,7,88.74
8,5,7,8,3,7,8,8,5,5,5,3,2,8,4,5,4,7,7,7,89.94
8,2,2,4,4,2,2,8,8,4,2,6,5,4,3,8,4,4,2,3,88.28
8,7,7,7,2,2,8,7,4,5,3,5,4,2,5,6,8,8,5,5,89.66
5,7,7,5,6,7,7,3,6,3,5,3,7,2,6,3,3,8,4,4,89.84
2,3,8,7,6,2,6,5,3,4,4,3,7,2,8,5,2,4,8,6,88.16
2,7,3,3,6,4,5,8,6,5,2,2,2,6,2,6,6,3,4,7,88.2
5,3,6,6,4,4,8,8,7,6,7,7,6,8,6,6,3,4,4,8,90.36
6,8,3,7,4,5,8,6,6,2,6,2,8,5,4,4,2,2,4,3,89.46000000000001
8,2,3,7,3,7,5,4,3,2,3,4,7,4,4,7,6,5,3,3,89.28
8,4,3,7,7,8,4,7,4,8,6,2,5,8,5,4,6,4,6,8,89.72
2,6,2,6,7,8,4,4,7,7,5,4,6,4,2,3,3,7,6,4,88.9
7,5,5,6,6,3,7,5,6,2,3,8,5,5,7,3,4,8,8,2,89.82
4,7,7,7,2,4,7,7,3,7,4,7,6,3,4,8,4,3,5,6,90.06
2,2,7,5,4,6,3,3,2,2,8,6,6,2,2,6,5,5,3,5,87.92
5,8,3,4,5,2,4,8,5,8,5,7,3,6,4,3,3,6,5,7,89.32
3,3,5,4,8,3,5,8,8,2,2,4,4,3,8,6,7,5,6,7,90.52
4,6,5,8,2,3,4,5,3,7,6,2,5,5,3,2,6,2,2,2,88.84
8,2,3,2,8,8,5,4,3,6,4,7,8,3,5,8,7,2,3,6,89.12
6,3,4,4,3,4,7,4,4,3,3,4,8,6,2,6,5,3,2,2,88.68
8,3,4,5,7,5,3,7,7,6,8,8,4,7,8,6,7,5,6,6,89.88000000000001
4,2,2,4,3,5,7,3,7,5,5,2,7,4,4,3,4,5,7,7,88.82
4,7,8,2,4,2,5,6,4,2,4,2,8,3,6,8,3,2,2,8,87.52
5,7,8,5,7,6,2,5,6,3,3,5,6,3,8,8,4,4,3,3,89.42
2,4,6,2,6,2,6,5,6,3,8,4,8,8,8,3,5,3,6,2,88.96
4,8,4,6,7,7,6,2,6,7,5,4,2,2,2,6,7,7,5,6,88.5
5,5,4,5,4,7,4,2,7,6,8,4,6,4,2,6,7,4,7,3,89.8
2,2,8,8,2,6,3,6,5,8,4,6,6,2,4,8,3,3,2,4,87.5
7,6,3,5,2,7,4,4,7,8,8,7,2,7,5,7,3,6,3,4,90.36
6,5,5,5,7,4,8,4,4,8,2,3,4,7,7,4,3,7,5,8,90.16
5,8,4,8,3,6,3,7,6,4,2,4,3,4,2,8,2,5,5,5,88.78
8,2,4,2,8,2,5,5,3,2,2,2,8,2,2,8,8,8,6,7,86.66
8,7,8,4,2,3,2,6,5,5,4,4,8,4,2,5,2,4,3,2,88.44
7,4,5,8,2,5,4,3,3,2,7,8,3,4,3,2,3,7,6,3,88.32
7,5,4,3,8,4,6,5,3,5,2,3,7,7,8,4,7,8,2,8,89.56
7,2,2,8,6,6,4,6,2,2,2,6,4,2,8,8,5,8,7,2,88.46000000000001
3,4,8,6,5,7,6,7,4,4,5,2,8,4,6,7,5,5,8,7,89.36
5,8,3,8,8,7,7,7,3,5,8,8,7,8,6,7,5,4,4,8,89.88000000000001
3,7,6,3,7,3,3,6,6,7,3,3,2,5,5,8,5,7,6,6,90.10000000000001
7,8,4,5,6,4,2,6,8,7,2,8,8,7,7,4,8,2,5,8,89.34
2,3,3,5,2,5,8,5,3,6,6,8,3,8,6,6,3,8,6,6,89.0
2,7,6,7,4,7,5,5,4,4,6,6,3,6,3,4,3,7,4,6,90.06
5,7,3,3,8,6,6,8,6,2,5,3,2,2,5,7,2,5,8,7,89.06
8,7,5,7,4,6,6,8,6,4,8,2,6,7,6,2,6,5,2,4,90.3
5,7,2,6,4,6,6,6,2,8,5,6,3,2,8,3,8,5,3,6,89.42
5,7,2,8,5,4,8,5,7,5,5,6,5,7,7,5,5,4,2,2,89.82
7,2,7,6,7,2,6,3,3,4,4,3,3,8,6,6,2,4,2,7,88.1
7,5,7,8,4,7,6,4,5,5,6,5,7,7,5,7,5,7,8,4,91.02
3,4,6,3,2,2,2,4,6,5,3,4,7,5,8,2,8,2,2,3,88.16
7,2,3,5,2,2,3,8,3,8,4,3,4,7,6,3,3,6,3,2,89.92
5,3,7,3,8,7,2,3,4,8,8,4,8,6,2,3,5,8,3,3,89.26
6,6,6,2,2,5,6,7,6,8,3,4,5,5,6,8,5,6,8,6,90.12
4,8,8,5,6,3,2,3,4,2,5,5,7,7,3,5,4,6,5,7,89.88000000000001
8,4,5,7,4,5,2,6,7,3,3,6,8,6,8,7,2,8,5,7,89.82
5,5,3,4,8,3,3,4,2,5,3,2,5,8,6,5,8,2,2,3,90.34
4,5,5,3,5,4,3,6,5,8,3,8,3,3,2,8,7,8,2,8,89.38000000000001
3,2,4,8,5,8,2,5,2,7,2,8,3,8,8,6,8,7,2,3,88.86
5,8,7,3,7,5,7,4,4,6,7,3,6,8,2,3,5,3,5,6,90.36
5,5,7,8,5,5,3,5,4,5,3,5,4,2,8,7,4,3,3,4,89.94
3,5,2,7,3,6,3,4,5,7,4,8,3,4,2,6,4,7,7,4,88.88000000000001
3,7,7,6,5,3,7,8,5,5,7,8,4,3,6,6,7,3,3,6,90.60000000000001
4,3,4,2,3,8,4,7,7,8,6,6,7,5,6,2,2,5,8,8,89.26
2,8,6,7,7,4,4,5,2,2,6,3,8,8,4,6,3,2,8,8,88.6
8,2,6,6,6,4,8,7,2,6,6,3,7,2,5,2,7,5,4,5,88.96
2,7,2,6,5,2,5,5,5,7,5,7,4,4,4,7,6,4,6,7,89.0
3,3,5,5,4,5,6,4,8,7,2,6,2,5,7,5,8,6,6,7,89.53999999999999
2,7,2,6,5,2,3,3,3,7,4,7,5,3,6,5,4,4,6,8,88.74
2,5,4,8,4,8,7,6,6,3,6,4,4,6,3,5,4,3,5,4,88.75999999999999
2,3,6,3,5,3,7,7,7,3,7,2,6,2,5,6,8,6,3,6,88.92
5,5,6,5,4,2,5,7,5,8,5,3,4,8,7,8,4,8,2,2,90.08
7,6,5,4,7,5,6,2,2,3,3,8,3,5,2,3,7,3,4,6,89.78
2,5,5,5,5,2,8,3,3,7,4,3,6,2,4,7,3,6,8,6,88.26
7,3,8,2,7,2,2,4,8,2,7,6,6,3,6,6,8,7,6,6,90.0
2,4,8,3,4,2,3,5,2,7,6,3,4,5,4,4,2,7,7,5,88.64
2,3,3,8,6,5,6,3,2,3,2,7,2,4,8,6,8,6,7,3,89.34
4,2,4,6,8,6,8,5,2,7,7,8,7,6,3,3,5,5,3,5,89.4
2,6,4,2,6,7,6,2,3,6,3,3,4,7,5,8,3,5,5,6,88.08
5,5,4,4,3,5,4,6,8,6,5,2,6,6,4,6,4,3,7,8,89.58
8,8,6,6,6,3,5,5,7,2,6,8,5,5,4,2,3,8,5,5,88.75999999999999
4,8,4,2,6,5,2,3,8,2,7,3,7,3,8,5,3,5,7,4,89.42
8,5,2,3,7,2,6,3,6,2,2,2,5,6,4,7,5,8,8,8,88.0
7,7,6,4,2,4,5,5,7,2,5,2,8,4,2,8,2,8,8,3,88.38000000000001
5,4,7,6,6,4,5,2,7,6,2,8,8,7,8,5,3,4,7,7,90.08
3,5,8,7,7,3,4,3,2,2,3,8,7,8,5,2,8,7,2,3,89.3
4,5,8,7,4,4,8,4,7,6,3,3,3,5,4,5,3,7,7,5,90.5
5,5,3,3,4,6,6,8,5,2,8,8,4,3,6,8,8,4,5,4,90.3
7,5,5,3,2,8,8,4,8,4,8,4,7,5,2,8,3,8,6,2,89.7
8,7,4,7,3,7,8,8,5,5,4,8,3,8,4,8,7,7,7,4,90.16
6,3,6,7,8,8,3,8,8,4,6,2,6,7,4,8,4,2,2,7,89.34
7,5,5,2,4,4,7,5,4,6,4,2,3,4,8,5,6,2,7,4,89.3
6,3,3,4,5,6,2,3,4,6,4,2,8,4,4,6,5,5,5,7,89.5
4,7,2,4,4,6,6,4,5,3,8,4,6,8,7,2,6,4,5,3,89.86
7,3,3,7,6,3,4,6,6,7,6,2,2,3,8,6,8,7,5,6,90.10000000000001
6,7,6,2,4,2,5,2,8,3,5,8,8,8,8,4,5,7,2,2,90.24
6,8,2,6,2,8,6,6,3,8,2,8,8,7,2,6,3,5,4,5,87.18
2,2,7,3,8,5,2,6,5,6,2,2,2,7,4,5,8,6,4,3,88.34
7,2,8,3,2,4,3,4,2,5,3,8,2,8,4,7,5,7,6,3,89.16
7,5,3,6,5,3,2,2,6,5,5,8,8,8,2,5,7,4,3,3,89.32
8,5,2,5,6,4,2,2,7,5,6,4,4,3,7,6,2,2,6,4,87.9
5,4,5,5,5,4,2,7,3,4,2,2,8,8,6,3,8,5,4,7,90.03999999999999
2,7,6,2,5,5,6,7,5,3,7,6,4,5,5,7,5,3,2,2,90.53999999999999
5,4,4,6,8,5,7,8,2,4,4,7,4,6,6,7,6,7,5,6,90.12
8,7,2,3,4,2,4,2,6,7,2,3,3,4,5,7,5,6,6,8,88.96
5,3,8,4,3,8,4,8,7,7,5,7,7,3,7,6,2,2,2,4,89.38000000000001
7,8,5,4,8,6,7,4,8,4,6,5,4,5,5,8,7,5,8,6,91.17999999999999
5,4,6,2,4,6,4,4,3,5,7,3,4,7,4,8,6,6,6,8,89.53999999999999
7,5,4,6,5,7,3,8,6,2,5,8,4,8,2,8,5,3,8,8,88.5
5,2,8,4,6,7,2,5,4,8,7,5,7,6,4,4,3,2,3,8,87.82
2,7,8,4,2,4,7,7,6,7,5,5,4,6,4,4,3,2,7,2,88.98
7,4,4,4,5,7,2,3,4,8,6,8,3,4,7,5,7,5,4,7,90.82000000000001
2,6,4,8,6,7,8,8,5,8,7,5,5,4,2,8,7,5,5,2,89.08
3,7,4,8,7,7,6,7,7,4,4,2,4,5,3,3,3,8,2,6,89.56
6,5,6,4,6,3,8,3,6,3,7,5,2,6,5,8,8,3,7,7,89.7
8,2,7,5,7,7,2,3,8,2,2,3,7,5,5,2,3,6,6,4,88.7
2,5,7,2,4,6,8,4,5,2,7,5,2,7,3,2,3,3,5,2,88.86
6,7,4,3,5,7,2,6,4,6,6,4,8,4,2,6,3,8,2,8,89.3
4,7,7,4,2,4,7,3,6,7,4,8,8,3,5,2,7,8,7,3,90.34
5,2,2,7,5,7,4,8,3,6,8,5,5,6,6,4,5,4,4,8,89.0
7,4,5,4,7,3,3,2,2,2,8,5,2,7,4,2,4,2,4,7,88.6
5,5,3,3,3,8,5,5,3,2,4,8,6,2,3,6,2,5,6,5,88.74
3,6,4,4,6,2,6,2,8,5,7,3,3,4,3,5,4,6,5,7,89.2
4,3,7,7,6,7,8,3,7,4,5,4,5,8,8,2,6,6,6,6,89.52
3,6,7,3,2,6,5,4,3,4,7,5,6,8,4,2,4,5,2,8,90.14
7,4,5,5,8,8,7,7,2,7,3,4,8,7,3,6,5,8,3,6,89.44
6,8,2,7,4,2,3,4,7,2,5,7,5,4,3,3,5,2,7,3,89.08
6,3,4,3,8,7,8,5,6,2,5,4,2,3,3,7,6,5,2,8,89.8
3,2,5,3,3,2,7,5,5,4,3,5,5,2,6,2,6,3,6,8,89.16
7,5,6,2,6,7,5,4,4,7,4,7,7,5,2,7,8,2,3,3,89.8
4,6,4,6,7,2,3,6,3,3,4,5,7,6,2,8,4,6,4,2,88.66000000000001
7,8,5,4,8,3,6,5,5,5,4,7,3,4,6,7,6,6,3,4,90.32
6,7,5,4,6,7,7,4,8,4,3,4,2,6,6,3,6,8,4,4,90.94
5,7,2,6,6,6,2,5,2,3,8,3,2,3,2,8,8,8,3,5,87.68
5,6,6,5,4,4,6,4,8,3,2,4,4,3,4,6,3,6,5,8,90.03999999999999
6,7,7,2,6,3,7,7,5,8,8,7,8,2,2,5,6,2,6,4,89.4
7,4,6,6,5,6,6,3,7,7,7,3,4,5,7,2,5,8,6,8,89.72
2,8,5,7,6,6,7,5,8,2,6,8,4,6,3,3,4,2,6,8,89.52
3,8,8,5,2,2,5,5,8,7,2,7,5,2,7,4,3,6,6,8,88.68
2,8,7,2,5,6,3,2,3,8,2,2,3,6,5,4,3,6,2,6,89.12
7,3,2,3,3,5,6,5,7,7,5,8,5,6,3,4,8,6,4,7,89.98
3,8,4,3,6,7,5,3,8,3,4,8,7,8,5,8,3,8,7,4,90.53999999999999
2,8,8,2,6,4,7,7,5,6,7,6,8,3,5,2,2,6,6,4,89.02
2,2,7,3,8,5,5,7,6,3,2,7,4,5,4,3,2,6,2,8,88.02
5,8,8,4,2,6,4,7,7,7,2,8,2,6,3,7,6,6,2,3,88.84
6,3,2,7,2,6,2,3,2,3,3,4,4,2,4,2,4,7,6,8,87.52
4,8,8,3,6,6,4,7,3,2,6,3,8,8,5,2,3,4,8,7,88.84
6,5,2,7,8,7,2,5,4,8,3,7,7,8,8,5,6,7,3,7,86.9
2,2,5,4,7,2,5,7,4,7,6,5,8,6,6,2,5,4,3,7,89.4
5,7,3,3,8,2,6,8,8,5,6,7,5,3,5,4,8,2,3,5,90.06
7,2,7,8,2,5,8,7,5,5,7,5,2,5,3,5,6,3,6,3,89.58
5,5,5,2,4,4,7,3,7,5,6,6,4,4,7,5,7,8,2,2,89.48
7,8,5,8,5,3,8,5,8,2,4,5,3,5,2,4,5,2,2,5,88.12
7,8,6,6,6,6,3,5,6,5,7,3,8,7,2,8,7,4,5,2,89.14
2,5,5,7,7,2,2,7,6,2,5,2,4,3,8,7,5,6,8,6,88.8
2,5,8,2,8,6,6,7,3,6,2,5,4,4,3,6,6,7,8,2,90.03999999999999
4,3,6,6,4,5,3,2,4,3,3,5,3,2,8,6,2,4,2,7,89.03999999999999
8,8,7,5,4,3,8,6,4,2,2,3,7,6,6,4,2,4,7,5,89.42
8,5,6,2,2,7,7,2,8,5,3,8,4,3,2,8,6,6,7,2,89.3
7,4,3,7,8,3,2,4,5,4,6,2,3,7,8,2,3,8,8,8,88.64
3,3,5,4,5,4,2,5,5,3,5,6,4,3,8,3,4,8,7,7,89.44
2,8,5,8,6,2,8,4,8,6,3,7,5,6,6,4,6,7,2,3,89.8
3,4,2,4,6,5,4,3,7,8,8,3,6,5,6,4,8,2,5,2,89.68
3,8,8,3,3,7,8,3,4,2,8,3,7,7,8,3,8,5,3,6,90.32
3,2,8,3,4,6,4,7,2,6,4,2,8,7,8,2,2,3,2,3,88.36
3,4,6,6,3,7,5,3,3,3,3,6,8,8,6,8,7,2,7,2,89.60000000000001
3,6,6,4,4,2,3,3,3,7,4,3,8,5,6,5,4,6,3,5,90.2
4,4,3,6,4,7,8,5,6,2,4,8,7,5,8,8,8,5,7,4,90.64
7,6,6,3,3,5,5,5,3,5,5,4,6,3,8,4,2,2,2,7,90.08
5,3,5,8,7,6,2,4,7,3,4,8,3,7,8,8,8,8,7,8,90.44
5,6,4,7,5,7,7,2,5,6,7,5,7,8,6,4,8,4,7,5,90.36
8,6,5,7,7,4,2,5,7,5,8,5,5,7,5,6,8,2,7,8,90.7
8,4,3,5,4,6,2,3,3,2,8,7,2,7,3,6,5,3,4,8,88.94
6,4,3,3,5,2,2,6,8,3,3,2,5,5,5,6,8,2,8,5,88.68
4,4,3,5,4,6,3,2,6,4,8,8,7,8,3,6,8,5,7,2,88.36
8,2,5,3,7,4,2,6,2,8,4,6,6,8,3,5,7,8,3,2,89.58
3,2,5,4,6,8,3,3,2,5,5,4,8,7,4,3,2,4,6,8,88.42
7,7,7,3,3,6,2,5,2,5,6,2,7,8,5,5,2,4,8,8,89.06
6,7,8,2,8,7,2,2,2,2,2,7,3,3,2,5,7,5,7,8,88.34
2,6,5,7,6,4,2,5,3,7,7,2,6,6,4,2,2,8,4,3,88.53999999999999
7,8,4,7,3,2,5,6,8,5,2,4,2,3,5,5,7,4,6,7,89.75999999999999
2,2,3,3,6,8,4,3,4,2,2,8,3,4,3,2,5,6,5,6,87.88
4,2,3,4,5,7,8,3,4,5,2,5,5,5,7,7,8,4,6,5,89.64
8,6,3,3,3,8,7,3,5,2,5,2,3,4,7,8,7,8,8,3,89.08
4,7,8,6,5,3,4,7,7,6,3,8,3,8,4,3,8,3,5,2,89.98
2,6,7,6,4,4,2,4,3,8,6,8,2,6,4,2,8,6,6,5,89.60000000000001
7,3,7,5,6,6,7,6,4,3,8,2,8,2,3,4,2,4,6,6,88.72
2,6,6,3,6,3,4,8,2,5,3,7,4,6,8,4,5,3,6,3,88.75999999999999
7,7,4,2,5,3,2,4,5,8,6,3,6,8,5,2,5,2,7,7,89.3
4,7,8,6,6,6,5,3,7,5,6,7,2,8,7,7,4,7,2,5,89.42
3,4,5,8,8,6,7,4,3,5,6,4,4,5,5,7,2,2,7,7,88.94
6,8,4,4,6,3,2,5,7,7,6,3,3,7,3,2,5,8,2,3,89.44
6,4,4,3,5,2,5,8,7,3,7,7,8,7,2,2,6,3,4,4,89.82
2,8,6,4,7,5,2,4,5,2,5,8,4,2,4,3,3,7,7,6,88.0
6,2,4,8,7,5,4,8,4,7,8,5,7,4,6,7,5,7,5,6,89.36
3,7,8,4,4,5,3,7,6,4,2,7,3,6,3,8,4,8,6,7,89.46000000000001
7,2,6,7,3,2,4,2,3,2,2,6,5,4,6,2,8,6,3,6,88.98
3,3,3,4,6,7,4,7,7,8,8,7,2,8,5,6,7,4,8,5,89.92
4,5,3,2,2,3,4,3,5,2,2,7,4,5,2,5,4,8,2,4,89.06
4,8,6,4,4,3,3,3,8,2,3,6,6,2,3,3,8,3,6,3,89.22
2,4,4,4,7,6,5,5,4,5,7,4,3,5,8,2,3,8,4,8,89.94
